KEGG Pathway and Enzyme ID	Gene name
	KRTAP19-1
	FCAR
	KRTAP19-2
	CATSPERB
	GADD45GIP1
	RNF146
	KRTAP19-3
	DQX1
	KRTAP9-7
	RNF146
	HOXA10
	RNF146
	DDB2
	KRTAP19-4
	RNF146
	SAMD9
	UBR4
	FCAR
	SVIL
	SAMD9
	KRTAP19-5
	SAMD9
	UBR4
	UBR4
	DDB2
	RNF146
	VIL1
	RNF146
	VIL1
	GABRA3
	ORC2
	GABRA3
	VIL1
	VIL1
	VIL1
	HOXA10
	DDB2
	PDGFA
	RNF146
	DQX1
	ORC2
	PDGFA
	UBR4
	ORC2
	DQX1
	PDGFA
	RNF146
	UBR4
	UBR4
	HUWE1
	RNF146
	PDGFA
	RNF146
	SVIL
	NFRKB
	SVIL
	DQX1
	OR5T1
	SERPING1
	SYTL3
	OR8H1
	NFRKB
	OR8H1
	FCAR
	CHL1
	SVIL
	NFRKB
	NDUFB3
	NFRKB
	CT47A4
	NFRKB
	CDH6
	CATSPERB
	NFRKB
	SYTL3
	NFRKB
	NFRKB
	SYTL3
	NDUFB3
	RETN
	SYTL3
	CHL1
	NFRKB
	DDB2
	MYO9B
	NFRKB
	CATSPERB
	RETN
	CATSPERB
	CHL1
	NDUFB3
	SSBP1
	CATSPERB
	CDH6
	RETN
	CATSPERB
	HOXA10
	NDUFB3
	SSBP1
	CHL1
	MYO9B
	DDB2
	MYO9B
	MYO9B
	DDB2
	FAM114A1
	MYO9B
	CCL13
	KRTAP19-6
	CCL13
	FBH1
	KRTAP19-7
	KRTAP22-2
	DDB2
	SSBP1
	SSBP1
	KRTAP6-3
	HOXA9
	SSBP1
	KRTAP6-2
	SSBP1
	FCAR
	MYO9B
	SSBP1
	FBH1
	MYO9B
	SSBP1
	MYO9B
	PRKRIP1
	MYO9B
	KRTAP22-1
	EXOSC7
	KRTAP6-1
	FCAR
	PRKRIP1
	MYO9B
	KRTAP20-1
	PRKRIP1
	FCAR
	FAM114A1
04660+2.7.10.2	WEE2
	WEE2
	AMBN
	PRSS21
	AMBN
	SERPING1
	SERPING1
	PURA
	CHL1
	PURA
	SERPING1
	AHRR
	AMBN
	FAM114A1
	FBH1
	PURA
	SERPING1
	SERPING1
	PLTP
	CHL1
	HOXA9
	TBC1D19
	CHL1
	SERPING1
	PURA
	SERPING1
	AHRR
	PRSS21
	AHRR
	AHRR
	AHRR
	PLTP
	SERPING1
	MTMR14
	MTMR14
	C2
	SERPING1
	C2
	PRSS21
	AHRR
	AHRR
	PLTP
	ZMYND11
	PRSS21
	KRTAP9-6
	PLTP
	CHL1
	PRSS21
	KRTAP9-9
	PLTP
	RPSA
	SERPING1
	AHRR
	ZMYND11
	CHL1
	MTMR14
	PRSS21
	C2
	NDUFB11
	ZMYND11
	NEURL2
	FAM126B
	ZMYND11
	ZMYND11
	FCAR
	ZMYND11
	RPSA
	NEURL2
	FCAR
	FCAR
	ZMYND11
	FCAR
	RPSA
	RPSA
	CLOCK
	MTMR14
	ZMYND11
	ZMYND11
	FAM174A
	NDUFB11
	FAM126B
	FAM216B
	TRPM3
	FAM216B
	TRPM3
	FAM126B
	FAM126B
	FAM126B
	PCNA
	TRPM3
	PCMTD2
	PCMTD2
	SERPINB6
	PCMTD2
	MTMR14
	SAMD9L
	CLOCK
	SERPINB6
	ARMC2
	KRTAP9-4
	PCNA
	TRPM3
	CLOCK
	KRTAP9-2
	PCMTD2
	ZMYND11
	PCMTD2
	ZMYND11
	SERPINB6
	MTMR14
	C11orf42
	PCMTD2
	ZMYND11
	SERPINB6
	ZMYND11
	MTMR14
	TRPM3
	PCMTD2
	TRPM3
	SERPINB6
	BPY2
	MTMR14
	TRPM3
	ARL4A
	SERPINB6
	BPY2
	TRPM3
	SERPINB6
	ZMYND11
	SAMD9L
	MTMR14
	PCMTD2
	ARMC2
	MTMR14
	ARMC2
	MTMR14
	PCMTD2
	ARL4A
	BPY2
	ARL4A
	RBMXL2
	CLOCK
	ARL4A
	PDS5A
	SAMD9L
	ARL4A
	MMS19
	PDS5A
	MMS19
	ARL4A
	SAMD9L
	SAMD9L
	SAMD9L
	SAMD9L
	MATR3
	PDS5A
	ARL4A
	ARMC2
	PDS5A
	SAMD9L
	PDS5A
	KRTAP20-4
	MATR3
	MATR3
	SERPINB6
	KRTAP20-2
	MMS19
	CCL26
	TMEM165
	MATR3
	KRTAP20-3
	ZDHHC3
	ELMOD1
	MATR3
	CCL26
	HP1BP3
	MATR3
	MSH5
	SERPINB6
	MMS19
	KRTAP21-3
	MATR3
	MMS19
	HP1BP3
	MSH5
	ZDHHC3
	SERPINB6
	MMS19
	SERPINB6
	MATR3
	SERPINB6
	SERPINB6
	SERPINB6
	KRTAP21-1
	AHRR
	SERPINB6
	ELMOD1
	ZDHHC3
	MMS19
	SERPINB6
	TRPM3
	TRIP13
	KRTAP21-2
	MMS19
	MMS19
	SERPINB6
	TMEM165
	TRPM3
	AHRR
	ELMOD1
	SERPINB6
	ZDHHC3
	SERPINB6
	MMS19
	AHRR
	HP1BP3
	SERPINB6
	TRPM3
	HP1BP3
	TRIP13
	MSH5
	SERPINB6
	ZDHHC3
	ZC3HAV1
	TRPM3
	TBC1D19
00970+6.1.1.9	VARS2
	HP1BP3
	ZDHHC3
	HP1BP3
	ZC3HAV1
	MATR3
	ZDHHC3
	ZDHHC3
	TBC1D19
	HP1BP3
	ZC3HAV1
	HP1BP3
	TMEM165
	TBC1D19
00970+6.1.1.9	VARS2
	ZC3HAV1
	MRGPRF
	HP1BP3
	VARS2
	TBC1D19
	MATR3
	MRGPRF
	TRPM3
	HP1BP3
	HP1BP3
	TRPM3
	MRGPRF
	MATR3
	MATR3
	AC008763.3
	TMEM165
00970+6.1.1.9	VARS2
	TMEM165
	CLEC3B
	VARS2
	CLEC3B
	MATR3
	MATR3
00230+2.7.6.1	PRPS2
00030+2.7.6.1	PRPS2
	USP19
	XKR5
	MATR3
	MYT1
	MATR3
	PHOX2A
	XKR5
	MCEMP1
	C2
	MCEMP1
	C2
	PHOX2A
	ZNF704
	C2
	TRAPPC5
00511+3.2.1.24	MAN2C1
	INPPL1
	C2
	INPPL1
	TRAPPC5
05170+2.7.11.1	WNK1
04714+2.7.11.1	WNK1
04151+2.7.11.1	WNK1
05165+2.7.11.1	WNK1
05163+2.7.11.1	WNK1
04150+2.7.11.1	WNK1
04926+2.7.11.1	WNK1
	NIPAL2
	DEFB1
	MYT1
	MATR3
	ZNF704
	TRAPPC5
00970+6.1.1.9	VARS2
	TRAPPC5
	MYT1
	NIPAL2
	ZNF557
	MYT1
	RPS6
	ZNF557
	C2
	C2
	RPS6
	C2
00230+2.7.6.1	PRPS2
00030+2.7.6.1	PRPS2
	AL121581.1
	RPS6
	TYRO3
00511+3.2.1.24	MAN2C1
	C2
	RPS6
	PAG1
	PDCD6
00511+3.2.1.24	MAN2C1
00230+2.7.6.1	PRPS2
00030+2.7.6.1	PRPS2
	TYRO3
00511+3.2.1.24	MAN2C1
00230+2.7.6.1	PRPS2
00030+2.7.6.1	PRPS2
00230+2.7.6.1	PRPS2
00030+2.7.6.1	PRPS2
	PDCD6
	SLN
	PAX3
05170+2.7.11.1	WNK1
04714+2.7.11.1	WNK1
04151+2.7.11.1	WNK1
05165+2.7.11.1	WNK1
05163+2.7.11.1	WNK1
04150+2.7.11.1	WNK1
04926+2.7.11.1	WNK1
	SLN
	PDCD6
	SLN
	PDCD6
	WNK1
	PAX3
	POTEB3
	EFL1
	PAX3
	WNK1
	WNK1
	EFL1
	USP19
	DHX30
	WNK1
	KIF1B
	PDCD6
	EFL1
	CPNE9
	LGI2
	WNK1
	WNK1
	PDCD6
	TYRO3
	FABP7
	LGI2
	PAX3
	TYRO3
	GEN1
	WNK1
	CPNE9
	DHX30
	EFL1
	TYRO3
	PAX3
	MAN2A2
	EFL1
	CPNE9
	EFL1
	TET2
	WNK1
	PAX3
	POTEB3
	MSH5
	USP19
	EFL1
	POTEB3
	FABP7
	MAN2A2
	WNK1
	CPNE9
	MSH5
	USP19
	PDCD6
	PAX3
	MAN2A2
	MSH5
	ALPK2
	POTEB3
	USP19
05170+2.7.11.1	WNK1
04714+2.7.11.1	WNK1
04151+2.7.11.1	WNK1
05165+2.7.11.1	WNK1
05163+2.7.11.1	WNK1
04150+2.7.11.1	WNK1
04926+2.7.11.1	WNK1
05170+2.7.11.1	WNK1
04714+2.7.11.1	WNK1
04151+2.7.11.1	WNK1
05165+2.7.11.1	WNK1
05163+2.7.11.1	WNK1
04150+2.7.11.1	WNK1
04926+2.7.11.1	WNK1
	PDCD6
	PAX3
05170+2.7.11.1	WNK1
04714+2.7.11.1	WNK1
04151+2.7.11.1	WNK1
05165+2.7.11.1	WNK1
05163+2.7.11.1	WNK1
04150+2.7.11.1	WNK1
04926+2.7.11.1	WNK1
	PDCD6
	DSC1
	AADACL2
	GEN1
	AC021087.5
	TPP2
	CCDC140
	DSC1
	USP19
	USP19
	ALKBH4
	TPP2
	USP19
	ALKBH4
00511+3.2.1.51	FUCA1
	AADACL2
	CCL1
	DHX30
	DHX30
	TET2
	DHX30
	GEN1
	TPP2
	DEFA6
	ORAI2
	TPP2
	DHX30
	TPP2
	TPP2
	MSH5
	MSH5
	TPP2
	DHX30
	MSH5
	DHX30
	TET2
	TPP2
	TET2
	CCDC102B
	TPP2
	CCDC102B
	TPP2
	RPL15
	PTDSS2
	TET2
	RPL15
	RPL15
	TET2
	TET2
	RPL15
	C1QTNF2
	SLC43A2
	RNF216
	GEN1
	PTDSS2
	C1QTNF2
	RPL15
	MSH5
	SLC43A2
	CT47A3
	RNF216
	PTDSS2
	ORAI2
	PCDH18
	SLC43A2
	AGTPBP1
	RPL15
	CCDC102B
	ORAI2
	MSH5
	GEN1
	ZBED8
	ZBED8
	RPL15
	ORAI2
	ORAI2
	AGTPBP1
	AGTPBP1
	CT47A2
	ORAI2
	STAP2
	ORAI2
	RPL15
	INPPL1
	RPL15
	PCDH18
	CCDC102B
	CCDC102B
	ORAI2
	CT47A1
	ORAI2
	ATP5F1D
	RPL15
	PCDH18
	RNF216
	RPL15
	CCDC102B
	RPL15
	AGTPBP1
	PCDH18
	INPPL1
	INPPL1
	PCDH18
	GTF2H4
	INPPL1
	PCDH18
	RPL15
	GTF2H4
	RNF216
	ATP5F1D
	RPL15
	SLC43A2
	RNF216
00650+1.3.5.1	SDHA
00190+1.3.5.1	SDHA
00720+1.3.5.1	SDHA
00020+1.3.5.1	SDHA
	SLC43A2
	SLC43A2
	ATP5F1D
	RBBP8NL
	ATP5F1D
	INPPL1
	INPPL1
	GLUD2
00500+2.4.1.1	PYGB
	INPPL1
	DCBLD1
00500+2.4.1.1	PYGB
	GABRQ
	DCBLD1
	SLC35D2
	TMEM156
	INPPL1
	TMEM156
	ARID4A
	MAN2C1
	HUWE1
	ARID4A
	DAP
	DCBLD1
	DAP
	ARID4A
	ARID4A
	ARID4A
	MAN2C1
	ARID4A
	MAN2C1
	MSX2
00650+1.3.5.1	SDHA
00190+1.3.5.1	SDHA
00720+1.3.5.1	SDHA
00020+1.3.5.1	SDHA
	WDR91
	MAN2C1
	ARID4A
	MSX2
	WDR91
	RBM10
	PUF60
	MAN2C1
00650+1.3.5.1	SDHA
00190+1.3.5.1	SDHA
00720+1.3.5.1	SDHA
00020+1.3.5.1	SDHA
	NLRP2
	ZC3HC1
	NLRP2
	MAN2C1
	ARID4A
	SDHA
	CHRNA7
	RBM10
	RBM10
	MAN2C1
	PUF60
	PUF60
	HUWE1
	ZC3HC1
00270+5.3.1.23	EIF2B2
	MAN2C1
	ABHD6
	MAN2C1
	RBM10
	OR13A1
	ABHD6
	OR13A1
	NR1D2
	EIF2B2
	DSC2
	OR13A1
	ABHD6
	ABHD6
	EIF2B2
	ABHD6
00270+5.3.1.23	EIF2B2
	HUWE1
00511+3.2.1.24	MAN2C1
	DSC2
	PUF60
	PUF60
	PUF60
	NLRP2
	TFF3
	MATR3
	NR1D2
	TFF3
	ZC3HC1
	DSC2
	SDHA
	ZC3HC1
	TFF3
	ZC3HC1
	RAB42
	SDHA
	ARAP1
	STAP2
	RAB42
	HUWE1
	ZC3HC1
	LILRA2
	HUWE1
	SDHA
	HUWE1
	ZC3HC1
	MATR3
	ZC3HC1
	MUC4
	SLC35D2
	ZC3HC1
	AGER
	LILRA2
	SLC35D2
	IL17A
	SLC35D2
	OR8K3
	MATR3
	MCMDC2
	LILRA2
	SLC35D2
	PUF60
	MATR3
	CCDC125
	COMMD9
	SMPDL3A
	PUF60
	PUF60
	MUC4
	GOPC
	MUC4
	MUC4
	AL160269.1
	COMMD9
	MATR3
	ISOC1
	SMPDL3A
	MAN2A2
	MCMDC2
	PUF60
	LILRA2
	GOPC
	LILRA2
	SGSM1
	PUF60
	COMMD9
	TAF12
	PUF60
	ARAP1
	MATR3
	GOPC
	TAF12
	TAPBP
	SMARCB1
	AL132671.2
	MATR3
	PUF60
	PUF60
	MAN2A2
	ISOC1
	PUF60
	CCDC125
	MATR3
	MCMDC2
	MATR3
	MCMDC2
	H1F0
	ARAP1
	MATR3
	SOS1
	MCMDC2
	MATR3
	SGSM1
	PPRC1
	TAPBP
	ARAP1
	PIGG
	MCMDC2
	PPRC1
	CCDC125
	CCL24
	SMARCB1
	CCDC125
	PPRC1
	PPP1R9A
	TRAPPC6B
	AC171558.5
	GNAS
	SOS1
	CCL24
	AC171558.5
	ARAP1
	FCER2
	ALDH1B1
	TLR7
	ARAP1
	TRAPPC6B
	AC171558.6
	GNAS
	SGSM1
	ALDH1B1
	FCER2
	TAPBP
	ARAP1
	ARAP1
	SMARCB1
	NCR1
	SOS1
	FCER2
	GNAS
	NCR1
	SOS1
	NCR1
	FCER2
	TRAPPC6B
	NKIRAS1
	TRAPPC6B
	NCR1
	NKIRAS1
	NCR1
	NCR1
	IGFBPL1
	TRAPPC6B
	ARAP1
	TAPBP
	ARAP1
	ABCC2
	TLR8
	SMARCB1
	NKIRAS1
	HLA-DOB
	GTPBP6
	TLR8
	SMARCB1
	NKIRAS1
	ARAP1
	SMARCB1
	SMARCB1
	SMARCB1
	TAPBP
	SMARCB1
	SMARCB1
	NKIRAS1
	SMARCB1
	SMARCB1
	MAN2A2
	NKIRAS1
	NKIRAS1
	STAP2
	NKIRAS1
	MAN2A2
	NKIRAS1
	TBC1D28
	TBC1D28
	STAP2
	TBC1D28
	EEF1AKMT1
	TBC1D28
	DGLUCY
	TBC1D28
	NLRP2
	EEF1AKMT1
	MUC4
	KIAA1958
	TBC1D28
	FBXO16
	KIAA1958
	FBXO16
	KIAA1958
	NLRP2
	NLRP2
	FOXO3B
	HLA-DOB
	IL17D
	NLRP2
	DGLUCY
	DHX16
	TUBE1
	DGLUCY
	NLRP2
	DGLUCY
	FOXO3B
	FER1L5
	HLA-DOB
	KIF1B
	FOXO3B
	MAN2A2
	NLRP2
00140+1.1.1.64	HSD17B3
	IL17D
	NLRP2
	AGER
	HSD17B3
	IL17D
	NLRP2
	NLRP2
	SIL1
	KIF1B
	NLRP2
00140+1.1.1.64	HSD17B3
	NLRP2
	KIF1B
	HSD17B3
	HSD17B3
	HSD17B3
	DERL3
00140+1.1.1.64	HSD17B3
	KIF1B
	FBXO16
	ABHD12
00140+1.1.1.64	HSD17B3
	ABHD16A
	DERL3
	SIL1
	NLRP2
	TUBE1
	MAN2A2
	IMPAD1
	NLRP2
	FBXO16
	MAN2A2
	TUBE1
	FBXO16
	IMPAD1
	KIF1B
	CNR2
	IMPAD1
	TUBE1
	SIL1
	ABHD16A
	MAN2A2
	KIF1B
	KIF1B
	SIL1
	FBXO16
	FBXO16
	ABHD16A
	SIL1
	SIL1
	STAP2
	EZHIP
	SIL1
	SIL1
	CCT8L2
	SIL1
	DERL3
	PNRC2
	PNRC2
	NIPA2
	DERL3
	DHX16
	NIPA2
	DHX16
	PNRC2
	NUDT10
	NIPA2
	CDY2B
	PRUNE2
	PNRC2
	HSDL2
	MAN2A2
	NUDT10
	PNRC2
	NIPA2
	HSDL2
	CDY2B
	ABCC2
	NIPA2
	AC231656.1
	ABCC2
	STAP2
	ABCC2
	AGER
	ABCC2
	NIPA2
	MAN2A2
	AGER
	ABCA12
	ABCC2
	ABCA12
	FAHD2A
	ABCA12
00561+3.1.1.23	ABHD12
	MAN2A2
00561+3.1.1.23	ABHD12
	ABHD12
	STARD10
	ZNF138
00561+3.1.1.23	ABHD12
	ABHD12
	SIN3A
00561+3.1.1.23	ABHD12
	SYN2
00561+3.1.1.23	ABHD12
	SIN3A
00561+3.1.1.23	ABHD12
00561+3.1.1.23	ABHD12
00561+3.1.1.23	ABHD12
00561+3.1.1.23	ABHD12
	ZNF138
	PLCXD1
00190+3.6.1.1	PRUNE2
	ZNF138
	ALOX5
	SIN3A
	AGER
	ZNF138
	CLVS2
	PRUNE2
	ZNF395
	SYN2
	PLCXD1
	SIN3A
	PRUNE2
	SIN3A
	CLVS2
	PLCXD1
	SIN3A
	ZNF138
	ZNF395
	SIN3A
	PLCXD1
	PRUNE2
	SIN3A
	ZNF138
	SIN3A
	PLCXD1
	ZNF395
	ROS1
	SIN3A
	ZNF395
	CHRNA7
	SIN3A
	PLCXD1
	ROS1
	SYN2
	CHRNA7
	ZNF395
	CHRNA7
	CHRNA7
	CHRNA7
	PLCXD1
	ZNF395
	ROS1
	ABHD12
00561+3.1.1.23	ABHD12
	PLCXD1
00190+3.6.1.1	PRUNE2
00561+3.1.1.23	ABHD12
	FER1L5
	ZNF395
00561+3.1.1.23	ABHD12
	ALOX5
	CCN6
	PLCXD1
	ZNF395
00561+3.1.1.23	ABHD12
	PLCXD1
	ZNF395
00561+3.1.1.23	ABHD12
	PRUNE2
	MAN2A2
00561+3.1.1.23	ABHD12
00561+3.1.1.23	ABHD12
	C17orf49
	AGER
	MAN2A2
00561+3.1.1.23	ABHD12
	PRSS55
	OR8K1
	FER1L5
	DAND5
	PRUNE2
	C17orf49
	ABHD12
	NEIL1
	C6orf136
	DAND5
	PRSS55
	ZNF107
	C6orf136
	PRSS55
	C17orf49
	C17orf49
	C6orf136
	FER1L5
	CEP89
	ZNF107
	C17orf49
	CCN6
	TNFSF9
	CCN6
	ZNF107
	FER1L5
	PRSS51
	PRSS51
	C17orf49
	PRSS51
	NUDT11
	AGER
	PIAS2
	PRSS51
	ALOX5
	TIMP4
	AGER
	ZNF107
	CCN6
	CEP89
	ZNF107
	ZNF107
	FAHD2A
	CEP89
	TFF2
	CEP89
	DEFA4
	CEP89
	RNASEK
	SLC7A11
	FAHD2A
	CEP89
	FAHD2A
	SLC7A11
	GCNT1
	RNASEK
	NLRP7
	PIAS2
	RNASEK
	RNASEK
	C20orf96
	PIAS2
	GCNT1
	RNASEK
	GCNT1
	RNASEK
	CCN6
	CCN6
	C20orf96
	RNASEK
	ENAM
	STARD10
	C20orf96
	ENAM
	RNASEK
	PIAS2
	CCN6
	NLRP7
	PIAS2
	MICA
	STARD10
	CCN6
	AGER
	STARD10
	COMMD7
	NLRP7
	PIAS2
	PIAS2
	TNFAIP2
	PIAS2
	PIAS2
	NLRP7
	COMMD7
	COMMD7
	NLRP7
	PNN
	COMMD7
	NLRP7
	ELOA3D
	NEIL1
	ZNF181
	FO393400.1
	NLRP7
	FO393400.1
	FO393400.1
	FO393400.1
	NLRP7
	NLRP7
	NEIL1
	FABP5
	ELOA2
	NEIL1
	PPFIBP2
	C20orf203
	ZNF181
	FABP5
	NEIL1
	AGER
	FAM229B
	C20orf203
	NEIL1
	PPFIBP2
	FAM229B
	ELOA2
	ZNF181
	ELOA3B
	ZNF181
	MUC17
	STARD10
	ELOA3
	ZNF181
	PNN
	NF2
	JCHAIN
	PNN
	STARD10
	ZNF181
	STARD10
	STARD10
	STARD10
	TFF1
	JCHAIN
	STARD10
	STARD10
	MUC17
	JCHAIN
	JCHAIN
	STARD10
	JCHAIN
	STARD10
	JCHAIN
	STARD10
	DNAJC28
	TRAK1
	STARD10
	NEIL1
	DSG1
	STARD10
	NEIL1
	NEIL1
	DNAJC28
	DNAJC28
	NEIL1
	TRAK1
	DNAJC28
	NEIL1
	AGER
	TRAK1
	NEIL1
	NEIL1
	TRAK1
	TRIM56
	NEIL1
	OR8J1
	MUC4
	TRIM56
	MICA
	TRIM56
	TRBV18
	MAT2B
	ARHGAP25
	TRAK1
	TRBV19
	TRAK1
	TRAK1
	KATNAL2
	TRBV20-1
	OR8U8
	MICA
	EPSTI1
	MICA
	TRAK1
	TRAK1
	TRAK1
	EPSTI1
	MUC4
	MAT2B
	TRAK1
	MUC4
	MAT2B
	ZCCHC3
	MAT2B
	TRBV23-1
	OR8U9
	MICA
	CYFIP1
	MAT2B
	SESTD1
	CYFIP1
	SESTD1
	EPSTI1
	SESTD1
	SESTD1
	DEFA1
	SESTD1
	EPSTI1
	SESTD1
	EPSTI1
00471+4.2.1.48	DGLUCY
	SLC5A12
	MUC4
	DEFA1
	SESTD1
	KATNAL2
	CHRNA7
	TNFAIP2
	MUC4
	MTX3
	MUC4
	SLC5A12
	SLU7
	MTX3
	CHRNA7
	FCAR
	SLC5A12
	CYFIP1
	FCAR
	SLC5A12
	MTX3
	CD70
	TRAF4
	CYFIP1
	CHRNA7
	MUC4
	TRAF4
	MUC4
	MUC4
	CHRNA7
	MTX3
	SLU7
	CD70
	MUC4
	MUC4
	CD70
	FIBIN
	CYFIP1
	CHRNA7
	CHRNA7
	SLU7
	CYFIP1
	MUC4
	CYFIP1
	CHRNA7
	SLU7
	CYFIP1
	TRAF4
	CYFIP1
	MUC4
	CHRNA7
	TNFAIP2
	MUC4
	PIGT
	MUC4
	CHRNA7
	KATNAL2
	OR4F21
	CHRNA7
	INSR
	TNFAIP2
	CHRNA7
	FCAR
	TRAF4
	CHRNA7
	CHRNA7
	TRAF4
	KATNAL2
	INSR
	PIGT
	LSM2
	FCAR
	CHRNA7
	KATNAL2
	FCAR
	TNFAIP2
	CHRNA7
	KATNAL2
	MMP28
	KATNAL2
	TNFAIP2
	FCAR
	CHRNA7
	TRAF4
	CHRNA7
	CHRNA7
	TNFAIP2
	ANKRD55
	INSR
	MMP28
	TRAF4
	PIGG
	ANKRD55
	TRAF4
	MMP28
	TRAF4
	DSG4
	PIGG
	MMP28
	TNFAIP2
	ANKRD55
	MMP28
	TRAF4
	RNASEK-C17orf49
	MMP28
	ANKRD55
00471+4.2.1.48	DGLUCY
	PPP1R9A
	CYP2W1
	DGLUCY
	DSG4
	TRAF4
	DGLUCY
	CYP2W1
	DGLUCY
	DGLUCY
	PPP1R9A
	PIGG
	CYP2W1
	PPP1R9A
00450+2.9.1.2	SEPSECS
00970+2.9.1.2	SEPSECS
	GALNT14
	PPP1R9A
00471+4.2.1.48	DGLUCY
	AC073585.2
	AC073585.2
	FCAR
	NRSN2
	PIGG
	DGLUCY
	C2orf66
	C2orf66
	FCAR
	PIGG
	FCAR
	FCAR
	PPP1R9A
	DGLUCY
	NRSN2
	EZR
	STRA8
	PPP1R9A
	STRA8
	RHBDD2
	NRSN2
	TMEM97
	STRA8
	PPP1R9A
	GALNT14
	NRSN2
	STEAP3
	NRSN2
	EZR
	NRSN2
	TMEM97
	SEPSECS
	NRSN2
	TMEM97
	NRSN2
	TMEM97
	SEPSECS
	RHBDD2
	PIGG
	GALNT14
	SEPSECS
00310+1.14.11.1	BBOX1
	EZR
	PIGG
	TMEM97
	NRSN2
	PIGG
	RHBDD2
	SEPSECS
	PMP2
	DGLUCY
	ALOX12
	GALNT14
00471+4.2.1.48	DGLUCY
	GALNT14
	RHBDD2
	ALOX12
	BBOX1
	SOX12
	PMP2
	RNLS
	FAM24B
	DGLUCY
	GALNT14
	STEAP3
00471+4.2.1.48	DGLUCY
	PDPN
00471+4.2.1.48	DGLUCY
	FABP12
	CAND2
	RNLS
00310+1.14.11.1	BBOX1
	CAND2
00310+1.14.11.1	BBOX1
00471+4.2.1.48	DGLUCY
	DEFA1B
	FAM24B
	PDPN
	PDPN
	STEAP3
	DGLUCY
	PDPN
	PDPN
	DGLUCY
00310+1.14.11.1	BBOX1
	PDPN
00471+4.2.1.48	DGLUCY
	PIGG
	CU639417.1
00471+4.2.1.48	DGLUCY
	STEAP3
	DGLUCY
	DGLUCY
	FABP12
	PCYT1B
	BAZ1A
	DGLUCY
	DGLUCY
	CAND2
	RNLS
	PCYT1B
	PDPN
	CAND2
00471+4.2.1.48	DGLUCY
	PDPN
	CAND2
	BAZ1A
	FABP9
	PCYT1B
	CAND2
	PDPN
	BAZ1A
	PDPN
	CUZD1
	BAZ1A
	PDPN
00471+4.2.1.48	DGLUCY
	BAZ1A
00471+4.2.1.48	DGLUCY
	PDPN
	FAM168B
	DGLUCY
04660+2.7.10.2	SYK
	PCYT1B
04660+2.7.10.2	SYK
	FAM168B
	BAZ1A
04660+2.7.10.2	SYK
	WHAMM
	TMEM211
	BAZ1A
	PNLIPRP2
04660+2.7.10.2	SYK
	TMEM211
	TMEM211
	SLC35F2
	FABP4
00561+3.1.1.3	PNLIPRP2
00561+3.1.1.3	PNLIPRP2
	SLC35F2
	CUZD1
	CUZD1
	CUZD1
	FABP4
	SLC35F2
	TMSB4X
	TNS1
	SLC35F2
	SLC35F2
	TMSB4X
	C8orf74
	TMSB4X
	TMSB4X
	IFT20
	SLC35F2
	PLXNA4
	IFT20
	PSKH2
	C8orf74
	RPL32
	IFT20
	C8orf74
	RPL32
	C8orf74
	RPL32
	CDCP1
	CCDC87
	ATP6V0D2
	BET1L
	CDCP1
	RP1L1
	ATP6V0D2
	RPL32
	PLXNA4
	IFT20
	RPL32
	TSHR
	PLXNA4
	BET1L
	PLXNA4
	TSHR
	RPL32
	RPL32
	TSHR
	TSHR
	PARD3B
	ATP6V0D2
	TRBV24-1
	BET1L
	TSHR
	MTRNR2L6
	BET1L
	XPO4
	BET1L
	TSHR
	DSP
	TRBV25-1
	BET1L
	IFT20
	TSHR
	TSHR
	KANSL3
	IFT20
	MOBP
	DSP
	DEFA3
	IFT20
	IFT20
	LIPJ
	KANSL3
	XPO4
	TRBV27
	LIPJ
	MYO19
	TRBV28
	IFT20
	SHKBP1
	MYO19
	AC037459.1
	AC037459.1
	IFT20
	SSB
	SMC6
	AC037459.1
	TNFSF14
	ODF3
	MYO19
	SSB
	HS3ST6
	TNFSF14
	SSB
	ODF3
	SSB
	ZNF273
	SGMS2
	MYO19
	KRTAP8-1
	SMC6
	SSB
	SGMS2
	ZNF273
	SHKBP1
	PRR3
	KRTAP7-1
	SGMS2
	DEFA5
	ODF3
	CEP128
	PRR3
	SGMS2
	SGMS2
	ZNF596
	SGMS2
	KRTAP11-1
	CEP128
	SCGB1C1
	MYO19
05170+2.7.11.1	RPS6KA5
04714+2.7.11.1	RPS6KA5
04151+2.7.11.1	RPS6KA5
05165+2.7.11.1	RPS6KA5
05163+2.7.11.1	RPS6KA5
04150+2.7.11.1	RPS6KA5
04926+2.7.11.1	RPS6KA5
	KRTAP19-8
	MYO19
	PPFIBP2
	ZNF596
	RPS6KA5
	ZNF596
	MOBP
	MYO19
	ARHGAP25
	MYO19
	AP003071.5
05170+2.7.11.1	RPS6KA5
04714+2.7.11.1	RPS6KA5
04151+2.7.11.1	RPS6KA5
05165+2.7.11.1	RPS6KA5
05163+2.7.11.1	RPS6KA5
04150+2.7.11.1	RPS6KA5
04926+2.7.11.1	RPS6KA5
	MOBP
	ZNF596
	SMIM38
	RPS6KA5
	SMC6
	MOBP
00071+1.14.14.1	CYP2U1
00590+1.14.14.1	CYP2U1
00830+1.14.14.1	CYP2U1
00627+1.14.14.1	CYP2U1
00980+1.14.14.1	CYP2U1
00140+1.14.14.1	CYP2U1
00591+1.14.14.1	CYP2U1
00232+1.14.14.1	CYP2U1
00982+1.14.14.1	CYP2U1
00380+1.14.14.1	CYP2U1
	ZNF596
